1,0,0,0,0,0,0,0,0,0,0,0,0
2,250,0,0,0,0,0,0,0,0,0,0,0
3,500,0,0,0,0,0,0,0,0,0,0,0
4,750,0,0,0,0,0,0,0,0,0,0,0
5,1000,0,0,0,0,0,0,0,0,0,0,0
6,1250,0,0,0,0,0,0,0,0,0,0,0
7,1500,0,0,0,0,0,0,0,0,0,0,0
8,1750,0,0,0,0,0,0,0,0,0,0,0
9,2000,0,0,0,0,0,0,0,0,0,0,0
10,2250,0,0,0,0,0,0,0,0,0,0,0
11,2500,0,0,0,0,0,0,0,0,0,0,0
12,2750,0,0,0,0,0,0,0,0,0,0,0
13,3000,0,0,0,0,0,0,0,0,0,0,0
14,3250,0,0,0,0,0,0,0,0,0,0,0
15,3500,0,0,0,0,0,0,0,0,0,0,0
16,3750,0,0,0,0,0,0,0,0,0,0,0
17,4000,0,0,0,0,0,0,0,0,0,0,0
18,4250,0,0,0,0,0,0,0,0,0,0,0
19,4500,0,0,0,0,0,0,0,0,0,0,0
20,4750,0,0,0,0,0,0,0,0,0,0,0
21,5000,0,0,0,0,0,0,0,0,0,0,0
22,5250,0,0,0,0,0,0,0,0,0,0,0
23,5500,0,0,0,0,0,0,0,0,0,0,0
24,5750,0,0,0,0,0,0,0,0,0,0,0
25,6000,0,0,0,0,0,0,0,0,0,0,0
26,6250,0,0,0,0,0,0,0,0,0,0,0
27,6500,0,0,0,0,0,0,0,0,0,0,0
28,6750,0,0,0,0,0,0,0,0,0,0,0
29,7000,0,0,0,0,0,0,0,0,0,0,0
30,7250,0,0,0,0,0,0,0,0,0,0,0
31,7500,0,0,0,0,0,0,0,0,0,0,0
32,7750,0,0,0,0,0,0,0,0,0,0,0
33,8000,0,0,0,0,0,0,0,0,0,0,0
34,8250,0,0,0,0,0,0,0,0,0,0,0
35,8500,0,0,0,0,0,0,0,0,0,0,0
36,8750,0,0,0,0,0,0,0,0,0,0,0
37,9000,0,0,0,0,0,0,0,0,0,0,0
38,9250,0,0,0,0,0,0,0,0,0,0,0
39,9500,0,0,0,0,0,0,0,0,0,0,0
40,9750,0,0,0,0,0,0,0,0,0,0,0
41,10000,0,0,0,0,0,0,0,0,0,0,0
42,10250,0,0,0,0,0,0,0,0,0,0,0
43,10500,0,0,0,0,0,0,0,0,0,0,0
44,10750,0,0,0,0,0,0,0,0,0,0,0
45,11000,0,0,0,0,0,0,0,0,0,0,0
46,11250,0,0,0,0,0,0,0,0,0,0,0
47,11500,0,0,0,0,0,0,0,0,0,0,0
48,11750,0,0,0,0,0,0,0,0,0,0,0
49,12000,0,0,0,0,0,0,0,0,0,0,0
50,12250,0,0,0,0,0,0,0,0,0,0,0
51,12500,0,0,0,0,0,0,0,0,0,0,0
52,12750,0,0,0,0,0,0,0,0,0,0,0
53,13000,0,0,0,0,0,0,0,0,0,0,0
54,13250,0,0,0,0,0,0,0,0,0,0,0
55,13500,0,0,0,0,0,0,0,0,0,0,0
56,13750,0,0,0,0,0,0,0,0,0,0,0
57,14000,0,0,0,0,0,0,0,0,0,0,0
58,14250,0,0,0,0,0,0,0,0,0,0,0
59,14500,0,0,0,0,0,0,0,0,0,0,0
60,14750,0,0,0,0,0,0,0,0,0,0,0
61,15000,0,0,0,0,0,0,0,0,0,0,0
62,15250,0,0,0,0,0,0,0,0,0,0,0
63,15500,0,0,0,0,0,0,0,0,0,0,0
64,15750,0,0,0,0,0,0,0,0,0,0,0
65,16000,0,0,0,0,0,0,0,0,0,0,0
66,16250,0,0,0,0,0,0,0,0,0,0,0
67,16500,0,0,0,0,0,0,0,0,0,0,0
68,16750,0,0,0,0,0,0,0,0,0,0,0
69,17000,0,0,0,0,0,0,0,0,0,0,0
70,17250,0,0,0,0,0,0,0,0,0,0,0
71,17500,0,0,0,0,0,0,0,0,0,0,0
72,17750,0,0,0,0,0,0,0,0,0,0,0
73,18000,0,0,0,0,0,0,0,0,0,0,0
74,18250,0,0,0,0,0,0,0,0,0,0,0
75,18500,0,0,0,0,0,0,0,0,0,0,0
76,18750,0,0,0,0,0,0,0,0,0,0,0
77,19000,0,0,0,0,0,0,0,0,0,0,0
78,19250,0,0,0,0,0,0,0,0,0,0,0
79,19500,0,0,0,0,0,0,0,0,0,0,0
80,19750,0,0,0,0,0,0,0,0,0,0,0
81,20000,0,0,0,0,0,0,0,0,0,0,0
82,20250,0,0,0,0,0,0,0,0,0,0,0
83,20500,0,0,0,0,0,0,0,0,0,0,0
84,20750,0,0,0,0,0,0,0,0,0,0,0
85,21000,0,0,0,0,0,0,0,0,0,0,0
86,21250,0,0,0,0,0,0,0,0,0,0,0
87,21500,0,0,0,0,0,0,0,0,0,0,0
88,21750,0,0,0,0,0,0,0,0,0,0,0
89,22000,0,0,0,0,0,0,0,0,0,0,0
90,22250,0,0,0,0,0,0,0,0,0,0,0
91,22500,0,0,0,0,0,0,0,0,0,0,0
